WCNPO#,WCNTRK
#LE102612,61290983472420141204
#LE102619,61290983472420141211
#LE102542,9405510200793792235144
#LE102546,61290983472420141228
#LE102538,61290983472420141235
#LE102586,61290983472420141242
#LE102569,61290983472420141259
#LE102632,61290983472420141266
#LE102463,61290983472420141273
#LE102608,61290983472420141280
#LE102550,61290983472420141297
#LE102603,61290983472420141303
#LE102596,61290983472420141310
#LE102618,61290983472420141327
#LE102593,61290983472420141334
#LE102570,61290983472420141341
#LE102511,61290983472420141358
#LE102497,61290983472420141365
#LE102623,61290983472420141372
#LE102549,61290983472420141389
#LE102470,61290983472420141396
#LE102488,9405510200881777705758
#LE102589,61290983472420141402
#LE102537,61290983472420141419
#LE102468,61290983472420141426
#LE102500,61290983472420141433
#LE102627,9405510200830968601867
#LE102516,9405510200828777908079
#LE102523,61290983472420141440
#LE102524,61290983472420141457
#LE102535,61290983472420141464
#LE102554,9405510200883835364204
#LE102494,61290983472420141471
#LE102492,61290983472420141488
#LE102493,61290983472420141495
#LE102496,61290983472420141501
#LE102498,61290983472420141518
#LE102486,61290983472420141525
#LE102490,61290983472420141532
#LE102480,61290983472420141549
#LE102483,61290983472420141556
#LE102491,61290983472420141563
#LE102485,61290983472420141570
#LE102473,61290983472420141587
#LE102469,61290983472420141594
#LE102478,9405510200830968817664
#LE102484,9400110200883835567725
#LE102479,61290983472420141600
#LE102472,61290983472420141617
#LE102476,61290983472420141624
#LE102630,61290983472420141631
#LE102631,9400110200881777925511
#LE101974,9405510200829778380963
#LE101972,61290983472420141648
#LE102175,61290983472420141655
#LE102171,61290983472420141662
#LE102159,61290983472420141679
#LE102152,61290983472420141686
#LE102149,61290983472420141693
#LE102144,61290983472420141709
#LE102139,61290983472420141716
#LE102001,61290983472420141723
#LE101985,61290983472420141730
#LE102019,61290983472420141747
#LE102040,61290983472420141754
#LE102039,61290983472420141761
#LE102038,61290983472420141778
#LE102029,61290983472420141785
#LE101963,9405510200881778470877
#LE102050,61290983472420141792
#LE102215,61290983472420141808
#LE102398,9405510200828778671576
#LE102648,61290983472420141815
#LE102633,61290983472420141822
#LE102267,61290983472420141839
#LE102296,61290983472420141846
#LE101818,61290983472420141853
#LE102286,61290983472420141860
#LE102392,61290983472420141877
#LE102413,9405510200881778476053
#LE102297,61290983472420141884
#LE102315,61290983472420141891
#LE102211,61290983472420141907
#LE102341,61290983472420141914
#LE102193,9405510200793793086097
#LE102351,61290983472420141921
#LE102356,9405510200829778400234
#LE102074,61290983472420141938
#LE102363,61290983472420141945
#LE102053,9405510200881778479221
#LE102256,61290983472420141952
#LE102046,61290983472420141969
#LE102264,61290983472420141976
#LE102288,61290983472420141983
#LE102268,61290983472420141990
#LE101959,61290983472420142003
#LE101999,61290983472420142010
#LE102130,61290983472420142027
#LE102168,61290983472420142034
#LE102060,61290983472420142041
#LE101982,61290983472420142058
#LE102160,61290983472420142065
#LE102005,61290983472420142072
#LE101991,9405510200882778649812
#LE102182,61290983472420142089
#LE101820,9405510200830969439148
#LE102227,61290983472420142096
#LE102408,61290983472420142102
#LE102111,61290983472420142119
#LE102634,61290983472420142126
#LE102386,61290983472420142133
#LE102153,61290983472420142140
#LE102331,61290983472420142157
#LE102364,61290983472420142164
#LE102164,61290983472420142171
#LE102167,61290983472420142188
#LE101981,61290983472420142195
#LE101983,61290983472420142201
#LE101998,61290983472420142218
#LE101953,61290983472420142225
#LE102013,61290983472420142232
#LE101956,61290983472420142249
#LE102041,61290983472420142256
#LE102348,61290983472420142263
#LE102350,61290983472420142270
#LE102044,61290983472420142287
#LE102203,61290983472420142294
#LE102343,61290983472420142300
#LE102347,9405510200828778700313
#LE102138,9400110200828778700617
#LE102125,61290983472420142317
#LE102140,61290983472420142324
#LE102158,61290983472420142331
#LE102165,61290983472420142348
#LE102180,61290983472420142355
#LE101973,9405510200883836170682
#LE102047,61290983472420142362
#LE102051,61290983472420142379
#LE101984,61290983472420142386
#LE102251,9405510200883836172471
#LE101980,61290983472420142393
#LE101976,61290983472420142409
#LE102032,61290983472420142416
#LE102043,61290983472420142423
#LE102235,61290983472420142430
#LE101969,61290983472420142447
#LE102027,61290983472420142454
#LE101962,61290983472420142461
#LE101964,9405510200830969461361
#LE102004,61290983472420142478
#LE102022,61290983472420142485
#LE101957,61290983472420142492
#LE102002,61290983472420142508
#LE101989,9405510200793793124805
#LE102409,61290983472420142515
#LE102411,9400110200829778437671
#LE101988,61290983472420142522
#LE102407,9405510200793793127097
#LE102396,61290983472420142539
#LE102393,61290983472420142546
#LE102234,61290983472420142553
#LE102226,61290983472420142560
#LE102220,61290983472420142577
#LE102217,61290983472420142584
#LE102088,61290983472420142591
#LE102202,61290983472420142607
#LE102196,61290983472420142614
#LE102145,61290983472420142621
#LE102197,61290983472420142638
#LE102195,61290983472420142645
#LE102642,61290983472420142652
#LE102190,61290983472420142669
#LE102199,61290983472420142676
#LE102185,61290983472420142683
#LE102191,61290983472420142690
#LE102188,61290983472420142706
#LE102042,61290983472420142713
#LE102184,61290983472420142720
#LE102033,61290983472420142737
#LE102069,61290983472420142744
#LE102358,61290983472420142751
#LE102058,9405510200882778689603
#LE102329,61290983472420142768
#LE102062,9405510200793793138222
#LE102318,9405510200793793138680
#LE102024,61290983472420142775
#LE102650,61290983472420142782
#LE102646,61290983472420142799
#LE102640,61290983472420142805
#LE102008,61290983472420142812
#LE102636,61290983472420142829
#LE102291,61290983472420142836
#LE102369,61290983472420142843
#LE102371,61290983472420142850
#LE102236,61290983472420142867
#LE102379,61290983472420142874
#LE102384,61290983472420142881
#LE102219,61290983472420142898
#LE102245,61290983472420142904
#LE102282,61290983472420142911
#LE102213,61290983472420142928
#LE102289,61290983472420142935
#LE102362,61290983472420142942
#LE102402,61290983472420142959
#LE102298,61290983472420142966
#LE102304,61290983472420142973
#LE102147,9405510200883836206688
#LE102306,61290983472420142980
#LE102316,61290983472420142997
#LE102023,61290983472420143000
#LE102325,61290983472420143017
#LE102326,61290983472420143024
#LE102036,61290983472420143031
#LE102333,9405510200829778463178
#LE102387,61290983472420143048
#LE102335,61290983472420143055
#LE102375,61290983472420143062
#LE102336,61290983472420143079
#LE102372,61290983472420143086
#LE102155,61290983472420143093
#LE102172,9405510200883836212207
#LE102198,61290983472420143109
#LE102031,61290983472420143116
#LE101967,61290983472420143123
#LE102299,61290983472420143130
#LE102340,61290983472420143147
#LE102300,61290983472420143154
#LE102389,61290983472420143161
#LE102275,61290983472420143178
#LE101997,61290983472420143185
#LE102403,61290983472420143192
#LE102230,9405510200830969510199
#LE102064,61290983472420143208
#LE102237,61290983472420143215
#LE101960,61290983472420143222
#LE102178,61290983472420143239
#LE102233,61290983472420143246
#LE102214,61290983472420143253
#LE102643,9400110200828778761465
#LE102242,61290983472420143260
#LE102397,9400110200793793174319
#LE102063,61290983472420143277
#LE102012,61290983472420143284
#LE102065,9405510200830969518935
#LE101817,61290983472420143291
#LE101822,61290983472420143307
#LE102324,61290983472420143314
#LE102266,9400110200881778568182
#LE102314,61290983472420143321
#LE102136,9405510200793793180665
#LE102311,61290983472420143338
#LE102134,9405510200881778568901
#LE102647,61290983472420143345
#LE101821,61290983472420143352
#LE102399,61290983472420143369
#LE101819,61290983472420143376
#LE101965,61290983472420143383
#LE102354,61290983472420143390
#LE102003,61290983472420143406
#LE102307,61290983472420143413
#LE101977,61290983472420143420
#LE102301,61290983472420143437
#LE102071,61290983472420143444
#LE102049,61290983472420143451
#LE102238,61290983472420143468
#LE102068,9405510200829778493465
#LE102302,61290983472420143475
#LE102157,9405510200882778735584
#LE102143,61290983472420143482
#LE102026,61290983472420143499
#LE102212,61290983472420143505
#LE102378,61290983472420143512
#LE101987,9405510200829778506332
#LE102373,61290983472420143529
#LE102017,61290983472420143536
#LE102382,9405510200830969540462
#LE102391,61290983472420143543
#LE102309,61290983472420143550
#LE102028,9405510200830969541339
#LE102322,61290983472420143567
#LE102339,61290983472420143574
#LE102186,61290983472420143581
#LE102189,61290983472420143598
#LE102244,61290983472420143604
#LE102204,9405510200881778588824
#LE102221,9405510200881778589159
#LE102009,9405510200882778750792
#LE102637,61290983472420143611
#LE102224,9405510200830969543739
#LE102394,61290983472420143628
#LE102276,9405510200883836258007
#LE102653,61290983472420143635
#LE102243,61290983472420143642
#LE102129,61290983472420143659
#LE102015,61290983472420143666
#LE102287,61290983472420143673
#LE102269,61290983472420143680
#LE102066,9400110200830969546010
#LE102021,61290983472420143697
#LE102131,61290983472420143703
#LE102367,61290983472420143710
#LE102280,61290983472420143727
#LE102146,61290983472420143734
#LE102323,61290983472420143741
#LE102170,61290983472420143758
#LE102352,61290983472420143765
#LE102174,61290983472420143772
#LE102179,61290983472420143789
#LE101970,61290983472420143796
#LE102305,61290983472420143802
#LE102205,61290983472420143819
#LE102225,61290983472420143826
#LE102313,61290983472420143833
#LE102412,9405510200830969551239
#LE102361,61290983472420143840
#LE102249,9405510200883836265746
#LE102052,61290983472420143857
#LE102320,61290983472420143864
#LE102303,61290983472420143871
#LE102292,61290983472420143888
#LE102128,9405510200828778798532
#LE102652,61290983472420143895
#LE102142,61290983472420143901
#LE102141,9405510200883836877970
#LE102321,61290983472420143918
#LE102410,61290983472420143925
#LE102101,61290983472420143932
#LE102414,61290983472420143949
#LE102645,61290983472420143956
#LE102638,9405510200830970212266
#LE102277,61290983472420143963
#LE102270,61290983472420143970
#LE102253,61290983472420143987
#LE102240,9400110200881779213166
#LE102085,9405510200881779214364
#LE102135,9405510200830970220537
#LE102070,9405510200829779139348
#LE102054,61290983472420143994
#LE102295,9400110200883836903065
#LE102310,9400110200883836904659
#LE102086,9400110200881779222403
#LE102072,9400110200882779389011
#LE102067,9400110200883836907278
#LE102059,9400110200793793871300
#LE102061,9405510200883836910509
#LE102260,9400110200793793874721
#LE102278,61290983472420144007
#LE102283,9400110200829779154799
#LE102644,61290983472420144014
#LE102649,61290983472420144021
#LE102651,9400110200793793882917
#LE102639,61290983472420144038
#LE102635,61290983472420144045
#LE102319,9400110200830970263593
#LE102317,61290983472420144052
#LE102284,61290983472420144069
#LE102641,61290983472420144076
#LE102116,61290983472420144083
#LE102293,61290983472420144090
#LE102271,61290983472420144106
#LE102137,9405510200793793961240
#LE102096,61290983472420144113
#LE102097,61290983472420144120
#LE102099,61290983472420144137
#LE102100,61290983472420144144
#LE102102,61290983472420144151
#LE102103,61290983472420144168
#LE102105,61290983472420144175
#LE102106,61290983472420144182
#LE102108,61290983472420144199
#LE102109,61290983472420144205
#LE102110,9405510200882779494343
#LE102112,61290983472420144212
#LE102113,61290983472420144229
#LE102114,61290983472420144236
#LE102115,61290983472420144243
#LE102118,61290983472420144250
#LE102117,61290983472420144267
#LE102119,61290983472420144274
#LE102120,9405510200881779336868
#LE102121,61290983472420144281
#LE102122,61290983472420144298
#LE102123,61290983472420144304
#LE102124,61290983472420144311
#LE102075,9405510200793793995320
#LE102076,61290983472420144328
#LE102077,61290983472420144335
#LE102078,61290983472420144342
#LE102079,61290983472420144359
#LE102080,61290983472420144366
#LE102081,61290983472420144373
#LE102082,9405510200883837041509
#LE102083,61290983472420144380
#LE102084,61290983472420144397
#LE102087,61290983472420144403
#LE102089,61290983472420144410
#LE102090,61290983472420144427
#LE102092,61290983472420144434
#LE102091,9405510200830970381474
#LE102093,61290983472420144441
#LE102094,61290983472420144458
#LE102095,61290983472420144465
#LE102415,9405510200883837056053
#LE102127,61290983472420144472
#LE102126,61290983472420144489
#LE102273,9405510200882779539693
#LE102272,61290983472420144496
#LE102285,61290983472420144502
#LE102281,61290983472420144519
#LE102279,9405510200830970396768
#LE102274,61290983472420144526
#LE102265,61290983472420144533
#LE102262,9405510200881779382186
#LE102261,61290983472420144540
#LE102255,61290983472420144557
#LE102254,61290983472420144564
#LE102252,61290983472420144571
#LE102250,61290983472420144588
#LE102247,61290983472420144595
#LE102684,61290983472420144601
#LE102427,61290983472420144618
#LE102807,61290983472420144625
#LE102716,61290983472420144632
#LE102769,61290983472420144649
#LE102770,61290983472420144656
#LE102780,61290983472420144663
#LE102781,9405510200793794796230
#LE102782,61290983472420144670
#LE102786,61290983472420144687
#LE102796,61290983472420144694
#LE102799,61290983472420144700
#LE102808,61290983472420144717
#LE102426,61290983472420144724
#LE102418,61290983472420144731
#LE102664,61290983472420144748
#LE102738,61290983472420144755
#LE102719,61290983472420144762
#LE102745,61290983472420144779
#LE102435,9405510200829780041791
#LE102747,9405510200883837826496
#LE102450,61290983472420144786
#LE102736,61290983472420144793
#LE102656,9400110200829780045543
#LE102825,9400110200830971195336
#LE102803,9400110200882780291266
#LE102710,9400110200828780331120
#LE102713,61290983472420144816
#LE102732,61290983472420144823
#LE102734,9405510200793794817713
#LE102725,9405510200828780336128
#LE102726,9405510200830971205731
#LE102706,9400110200881780131367
#LE102784,61290983472420144830
#LE102659,61290983472420144847
#LE102768,9405510200883837851696
#LE102712,61290983472420144854
#LE102792,61290983472420144861
#LE102721,61290983472420144878
#LE102682,61290983472420144885
#LE102445,9405510200829780069467
#LE102794,61290983472420144892
#LE102809,61290983472420144908
#LE102819,9400110200881780145821
#LE102788,61290983472420144915
#LE102724,61290983472420144922
#LE102723,61290983472420144939
#LE102457,61290983472420144946
#LE102461,9400110200881780151907
#LE102740,61290983472420144953
#LE102428,61290983472420144960
#LE102456,61290983472420144977
#LE102669,9405510200828780362455
#LE102451,61290983472420144984
#LE102671,61290983472420144991
#LE102687,61290983472420145004
#LE102704,61290983472420145011
#LE102454,61290983472420145028
#LE102452,61290983472420145035
#LE102455,61290983472420145042
#LE102750,61290983472420145059
#LE102708,61290983472420145066
#LE102416,61290983472420145073
#LE102789,61290983472420145080
#LE102783,61290983472420145097
#LE102795,61290983472420145103
#LE102787,61290983472420145110
#LE102678,61290983472420145127
#LE102447,61290983472420145134
#LE102765,61290983472420145141
#LE102715,61290983472420145158
#LE102776,61290983472420145165
#LE102818,61290983472420145172
#LE102655,61290983472420145189
#LE102672,61290983472420145196
#LE102681,61290983472420145202
#LE102460,9400110200830971266647
#LE102718,9405510200829780113184
#LE102459,61290983472420145219
#LE102717,61290983472420145226
#LE102749,61290983472420145233
#LE102754,61290983472420145240
#LE102753,9405510200882780360385
#LE102759,61290983472420145257
#LE102683,9405510200882780361962
#LE102696,9405510200828780400263
#LE102448,61290983472420145264
#LE102829,61290983472420145271
#LE102722,61290983472420145288
#LE102714,61290983472420145295
#LE102422,61290983472420145301
#LE102831,61290983472420145318
#LE102820,61290983472420145325
#LE102705,61290983472420145332
#LE102830,61290983472420145349
#LE102824,61290983472420145356
#LE102421,61290983472420145363
#LE102707,61290983472420145370
#LE102688,61290983472420145387
#LE102423,9405510200882780427767
#LE102804,61290983472420145394
#LE102703,61290983472420145400
#LE102805,61290983472420145417
#LE102693,61290983472420145424
#LE102430,61290983472420145431
#LE102827,61290983472420145448
#LE102801,61290983472420145455
#LE102446,61290983472420145462
#LE102691,61290983472420145479
#LE102434,61290983472420145486
#LE102432,61290983472420145493
#LE102419,61290983472420145509
#LE102711,9405510200830971379203
#LE102748,61290983472420145516
#LE102746,61290983472420145523
#LE102811,61290983472420145530
#LE102743,61290983472420145547
#LE102420,61290983472420145554
#LE102429,61290983472420145561
#LE102692,61290983472420145578
#LE102815,61290983472420145585
#LE102720,61290983472420145592
#LE102821,61290983472420145608
#LE102417,9405510200830971385020
#LE102813,61290983472420145615
#LE102822,61290983472420145622
#LE102686,9400110200883838012703
#LE102816,9400110200793794999140
#LE102689,61290983472420145639
#LE102660,9400110200882780470753
#LE102755,9400110200828780509086
#LE102449,9400110200881780302835
#LE102733,61290983472420145646
#LE102737,61290983472420145653
#LE102735,9405510200829780228345
#LE102739,61290983472420145660
#LE102741,61290983472420145677
#LE102685,61290983472420145684
#LE102433,61290983472420145691
#LE102763,61290983472420145707
#LE102812,61290983472420145714
#LE102443,61290983472420145721
#LE102677,61290983472420145738
#LE102657,61290983472420145745
#LE102424,61290983472420145752
#LE102800,61290983472420145783
#LE102668,9400110200793795012497
#LE102667,61290983472420145790
#LE102458,9405510200882780481875
#LE102709,61290983472420145806
#LE102654,61290983472420145813
#LE102817,61290983472420145820
#LE102806,61290983472420145837
#LE102802,9405510200828780522811
#LE102810,61290983472420145844
#LE102752,9405510200830971408538
#LE102444,9405510200829780243836
#LE102453,9405510200793795020839
#LE102742,61290983472420145868
#LE102440,61290983472420145875
#LE102731,61290983472420145882
#LE102441,61290983472420145899
#LE102729,61290983472420145905
#LE102658,9400110200883838034316
#LE102728,61290983472420145912
#LE102727,61290983472420145929
#LE102744,61290983472420145936
#LE102442,61290983472420145943
#LE102436,61290983472420145967
#LE102439,61290983472420145974
#LE102438,61290983472420145981
#LE102699,61290983472420145998
#LE102700,61290983472420146001
#LE102701,9405510200830971414485
#LE102702,61290983472420146018
#LE102431,61290983472420146049
#LE102828,9405510200881780558532
#LE102823,61290983472420146056
#LE102730,9405510200793795289410
#LE102950,9405510200793795341958
#LE102850,61290983472420146063
#LE102835,61290983472420146070
#LE102832,61290983472420146087
#LE102918,61290983472420146094
#LE102907,61290983472420146100
#LE102905,61290983472420146117
#LE102896,9405510200830971749945
#LE102894,61290983472420146124
#LE102876,9405510200830971752433
#LE102947,61290983472420146131
#LE102941,61290983472420146148
#LE102938,61290983472420146155
#LE102924,61290983472420146162
#LE102922,61290983472420146179
#LE102865,61290983472420146186
#LE102857,61290983472420146193
#LE102848,61290983472420146209
#LE102847,61290983472420146216
#LE102843,61290983472420146223
#LE102842,9400110200883838377154
#LE103079,61290983472420146230
#LE102916,61290983472420146247
#LE102915,61290983472420146254
#LE102914,61290983472420146261
#LE102912,61290983472420146278
#LE102906,9405510200881780660006
#LE102900,9405510200828780868018
#LE102897,61290983472420146285
#LE102895,61290983472420146292
#LE102891,61290983472420146308
#LE102875,61290983472420146315
#LE103059,9405510200881780680073
#LE103096,9405510200829780606310
#LE103018,61290983472420146322
#LE102987,61290983472420146339
#LE102990,61290983472420146346
#LE103068,61290983472420146353
#LE103036,61290983472420146360
#LE103031,61290983472420146377
#LE103026,61290983472420146384
#LE103039,61290983472420146391
#LE103034,61290983472420146407
#LE103006,61290983472420146414
#LE103000,61290983472420146421
#LE103009,61290983472420146438
#LE102998,61290983472420146445
#LE102999,61290983472420146452
#LE103004,9405510200793795415437
#LE102983,61290983472420146469
#LE103029,61290983472420146476
#LE103008,61290983472420146483
#LE103001,61290983472420146490
#LE103061,61290983472420146506
#LE103066,61290983472420146513
#LE103057,61290983472420146520
#LE103091,61290983472420146537
#LE103024,9405510200882780878583
#LE103021,61290983472420146544
#LE103012,61290983472420146551
#LE102986,61290983472420146568
#LE102989,61290983472420146575
#LE102997,61290983472420146582
#LE103043,61290983472420146599
#LE103041,61290983472420146605
#LE102992,61290983472420146612
#LE103076,61290983472420146629
#LE103013,9405510200828780979318
#LE103035,61290983472420146636
#LE103045,61290983472420146643
#LE103005,61290983472420146650
#LE102978,61290983472420146667
#LE102991,61290983472420146674
#LE102988,61290983472420146681
#LE103010,61290983472420146698
#LE103007,9405510200793795511566
#LE103086,61290983472420146704
#LE102980,61290983472420146711
#LE103003,61290983472420146728
#LE103044,61290983472420146735
#LE103050,9405510200793795517377
#LE103037,9405510200829780721792
#LE103033,61290983472420146742
#LE103053,9405510200793795523095
#LE103062,61290983472420146759
#LE103064,61290983472420146766
#LE103071,61290983472420146773
#LE103056,61290983472420146780
#LE102951,61290983472420146797
#LE103016,61290983472420146803
#LE103014,61290983472420146810
#LE102993,9405510200830971936192
#LE103063,9405510200793795538204
#LE102976,9405510200793795539249
#LE103028,61290983472420146827
#LE102852,61290983472420146834
#LE102952,61290983472420146841
#LE102954,61290983472420146858
#LE102982,61290983472420146865
#LE103038,61290983472420146872
#LE102921,61290983472420146889
#LE102972,61290983472420146896
#LE102970,61290983472420146902
#LE102967,61290983472420146919
#LE102955,61290983472420146926
#LE102839,61290983472420146933
#LE103088,9400110200883838578964
#LE102911,61290983472420146940
#LE102908,61290983472420146957
#LE102903,61290983472420146964
#LE102887,61290983472420146971
#LE102883,61290983472420146988
#LE103078,61290983472420146995
#LE103002,61290983472420147008
#LE103011,61290983472420147015
#LE103080,61290983472420147022
#LE103092,61290983472420147039
#LE103017,61290983472420147046
#LE103040,9405510200881780876391
#LE102996,9405510200882781049074
#LE103072,61290983472420147053
#LE103060,61290983472420147060
#LE103032,61290983472420147077
#LE103022,61290983472420147084
#LE102984,61290983472420147091
#LE103077,61290983472420147107
#LE102854,9400110200830972132514
#LE103069,9400110200883838726105
#LE102961,61290983472420147114
#LE103085,9400110200793795735815
#LE102849,9400110200828781208117
#LE102877,61290983472420147121
#LE102878,61290983472420147138
#LE102926,61290983472420147145
#LE102925,61290983472420147152
#LE102928,61290983472420147169
#LE102853,61290983472420147176
#LE102864,9405510200881781026108
#LE102960,9405510200793795764283
#LE102838,61290983472420147183
#LE102840,61290983472420147190
#LE102942,9405510200793795769684
#LE102927,61290983472420147206
#LE102933,9405510200793795782942
#LE102944,9405510200793795784304
#LE102868,61290983472420147213
#LE103049,9400110200881781053842
#LE103048,9400110200881781054689
#LE102994,9400110200829780987430
#LE103058,61290983472420147220
#LE103052,61290983472420147237
#LE102867,61290983472420147244
#LE102953,61290983472420147251
#LE102940,61290983472420147268
#LE102929,61290983472420147275
#LE102946,61290983472420147282
#LE102846,61290983472420147299
#LE103089,9405510200881781078756
#LE102932,61290983472420147305
#LE102948,61290983472420147312
#LE102931,61290983472420147329
#LE102935,61290983472420147336
#LE102834,61290983472420147343
#LE102930,9400110200881781094951
#LE102939,61290983472420147350
#LE103095,61290983472420147367
#LE102965,61290983472420147374
#LE102969,61290983472420147381
#LE102959,61290983472420147398
#LE102981,61290983472420147404
#LE103093,61290983472420147411
#LE103054,9400110200883838846339
#LE102964,9400110200828781322189
#LE103055,61290983472420147428
#LE103046,9400110200829781045641
#LE102858,9405510200883838851367
#LE102855,61290983472420147435
#LE102856,61290983472420147442
#LE102985,9400110200829781051635
#LE102851,61290983472420147459
#LE102949,61290983472420147466
#LE102957,61290983472420147473
#LE102958,61290983472420147480
#LE102945,61290983472420147497
#LE102869,61290983472420147503
#LE102866,61290983472420147510
#LE103025,61290983472420147527
#LE102861,61290983472420147534
#LE103094,9400110200883838954560
#LE103067,405178485930
#LE102979,61290983472420147541
#LE103090,61290983472420147558
#LE102841,61290983472420147565
#LE102934,61290983472420147572
#LE102963,9405510200830972387573
#LE103020,61290983472420147589
#LE102863,61290983472420147596
#LE102966,61290983472420147602
#LE102937,61290983472420147619
#LE102859,61290983472420147626
#LE102860,61290983472420147633
#LE102845,61290983472420147640
#LE103023,61290983472420147657
#LE102844,61290983472420147664
#LE103081,9400110200830972399405
#LE103083,9400110200793795992010
#LE103084,61290983472420147671
#LE103042,9400110200883838983997
#LE102862,61290983472420147688
#LE103047,9405510200883838986458
#LE102836,9400110200829781179568
#LE103030,9400110200830972405304
#LE103027,9400110200830972406004
#LE102943,61290983472420147695
#LE103065,61290983472420147701
#LE102956,9400110200881781256861
#LE103015,9400110200830972412203
#LE103082,61290983472420147718
#LE103074,61290983472420147725
#LE103073,61290983472420147732
#LE102874,61290983472420147749
#LE103075,61290983472420147756
#LE103359,61290983472420147763
#LE103539,61290983472420147770
#LE103341,61290983472420147787
#LE103367,61290983472420147794
#LE103504,61290983472420147800
#LE103154,61290983472420147817
#LE103182,61290983472420147824
#LE103471,9405510200881782156576
#LE103473,61290983472420147831
#LE103678,61290983472420147848
#LE103804,9405510200830973376774
#LE103821,61290983472420147855
#LE103844,9405510200883839920215
#LE103764,139332411294770
#LE103946,61290983472420147862
#LE103361,61290983472420147879
#LE103358,61290983472420147886
#LE103576,61290983472420147893
#LE103570,61290983472420147909
#LE103558,61290983472420147916
#LE103351,9405510200881782178349
#LE103350,61290983472420147923
#LE103349,61290983472420147930
#LE103338,61290983472420147947
#LE103419,61290983472420147954
#LE103370,61290983472420147961
#LE103482,61290983472420147978
#LE103527,61290983472420147985
#LE103188,9405510200883839947663
#LE103123,61290983472420147992
#LE103138,9405510200882782360826
#LE103140,61290983472420148005
#LE103159,61290983472420148012
#LE103183,61290983472420148029
#LE103454,61290983472420148036
#LE103686,61290983472420148043
#LE103685,61290983472420148050
#LE103668,61290983472420148067
#LE103828,61290983472420148074
#LE103859,9405510200829782122481
#LE103757,61290983472420148081
#LE103725,61290983472420148098
#LE103720,61290983472420148104
#LE103716,61290983472420148111
#LE103874,61290983472420148128
#LE103774,61290983472420148135
#LE103802,61290983472420148142
#LE103898,61290983472420148159
#LE103892,61290983472420148166
#LE103971,61290983472420148173
#LE103961,61290983472420148180
#LE103958,61290983472420148197
#LE103930,61290983472420148203
#LE103634,61290983472420148210
#LE103631,61290983472420148227
